Close,Predictions
90.55000305175781,91.46142
90.33000183105469,92.10273
86.95999908447266,92.34384
87.61000061035156,91.86892
88.16999816894531,91.22818
88.5999984741211,90.67662
87.70999908447266,90.31463
85.61000061035156,89.981766
84.93000030517578,89.43559
83.58000183105469,88.79405
83.5199966430664,88.02593
85.37000274658203,87.31822
84.91999816894531,87.00754
84.16000366210938,86.873436
89.04000091552734,86.751526
89.91000366210938,87.33437
91.12000274658203,88.2738
92.19000244140625,89.41454
89.2300033569336,90.61992
86.29000091552734,91.23756
89.06999969482422,91.06103
90.37000274658203,90.91603
90.79000091552734,90.96105
87.80999755859375,91.14065
88.19999694824219,90.93595
88.30999755859375,90.64898
84.76000213623047,90.37708
85.5,89.660126
85.55000305175781,88.965904
87.19999694824219,88.39391
89.5,88.20507
88.66000366210938,88.55203
88.44999694824219,88.9896
85.87999725341797,89.38746
80.54000091552734,89.347145
77.13999938964844,88.36911
77.47000122070312,86.64351
79.05999755859375,84.874626
80.29000091552734,83.56168
80.5,82.832504
78.52999877929688,82.53288
79.69000244140625,82.232956
79.08000183105469,82.14597
79.16999816894531,82.08746
79.66999816894531,82.063095
79.7699966430664,82.11934
79.93000030517578,82.21038
80.79000091552734,82.31748
80.5199966430664,82.52263
80.8499984741211,82.69531
80.5199966430664,82.86268
79.98999786376953,82.94579
78.75,82.89487
80.0199966430664,82.61042
80.29000091552734,82.423676
80.51000213623047,82.33784
79.41000366210938,82.34149
79.23999786376953,82.23719
80.0999984741211,82.07568
79.45999908447266,82.02496
78.91000366210938,81.944954
78.08999633789062,81.79116
78.23999786376953,81.51458
77.58000183105469,81.24153
78.08000183105469,80.92052
78.73999786376953,80.69424
78.93000030517578,80.63563
79.94999694824219,80.693275
81.33999633789062,80.93837
80.6500015258789,81.42446
80.81999969482422,81.85835
80.43000030517578,82.22607
81.23999786376953,82.44725
79.76000213623047,82.66999
79.51000213623047,82.649925
80.76000213623047,82.48269
79.88999938964844,82.43534
79.95999908447266,82.32927
80.58999633789062,82.2254
80.77999877929688,82.22437
83.06999969482422,82.29937
83.08000183105469,82.714836
82.80999755859375,83.23083
83.44999694824219,83.68564
83.9800033569336,84.13081
82.69000244140625,84.57223
82.94999694824219,84.76341
81.7699966430664,84.842926
80.77999877929688,84.68927
81.02999877929688,84.3142
80.20999908447266,83.92648
77.9800033569336,83.48004
77.56999969482422,82.77788
78.1500015258789,82.015724
78.66000366210938,81.421906
78.66999816894531,81.07168
79.33999633789062,80.90059
79.69999694824219,80.94035
80.30000305175781,81.12868
79.38999938964844,81.44464
78.88999938964844,81.650925
78.47000122070312,81.70552
78.70999908447266,81.61648
79.26000213623047,81.49794
77.94999694824219,81.45064
77.98999786376953,81.262825
77.91000366210938,81.04196
77.44999694824219,80.823006
76.87000274658203,80.57393
78.44000244140625,80.269646
78.77999877929688,80.19524
79.5,80.28453
79.45999908447266,80.53901
79.81999969482422,80.82953
80.87999725341797,81.14257
81.58999633789062,81.55965
81.1500015258789,82.055275
80.05999755859375,82.45002
78.02999877929688,82.58531
78.05999755859375,82.295784
77.61000061035156,81.848724
76.70999908447266,81.32617
75.69999694824219,80.72585
76.75,80.04774
77.05999755859375,79.580246
77.06999969482422,79.32755
77.43000030517578,79.225266
76.94999694824219,79.26604
78.16999816894531,79.30926
78.56999969482422,79.51394
78.94999694824219,79.816864
78.69000244140625,80.17268
78.6500015258789,80.46291
78.25,80.66909
77.61000061035156,80.74385
78.33999633789062,80.6526
78.77999877929688,80.58931
78.44999694824219,80.60224
65.69999694824219,80.6039
68.0,78.89497
70.0,76.96099
72.72000122070312,75.44063
73.4000015258789,74.69732
74.2300033569336,74.53995
74.95999908447266,74.81756
72.98999786376953,75.373886
71.22000122070312,75.72939
71.23999786376953,75.70162
71.6500015258789,75.48496
71.23999786376953,75.24845
70.27999877929688,74.97309
70.2699966430664,74.587685
69.16000366210938,74.199
68.31999969482422,73.71463
68.25,73.14254
68.54000091552734,72.598206
68.0,72.18016
67.7300033569336,71.81267
67.45999908447266,71.48811
66.66000366210938,71.19479
67.76000213623047,70.853806
67.18000030517578,70.677055
67.18000030517578,70.52678
66.62000274658203,70.40948
65.80000305175781,70.248955
65.3499984741211,69.980865
65.2300033569336,69.63563
64.7699966430664,69.28073
64.45999908447266,68.90814
65.44999694824219,68.53705
65.58000183105469,68.34184
64.52999877929688,68.274284
65.01000213623047,68.144806
63.5,68.06212
62.97999954223633,67.81747
64.43000030517578,67.45875
66.55999755859375,67.27218
66.41000366210938,67.462395
67.54000091552734,67.792786
67.5199966430664,68.291374
65.97000122070312,68.79672
66.45999908447266,69.03084
65.66999816894531,69.15506
66.06999969482422,69.0972
66.22000122070312,69.00468
65.73999786376953,68.923004
65.4000015258789,68.79578
66.37999725341797,68.62141
67.02999877929688,68.57434
67.62000274658203,68.68028
66.69999694824219,68.92527
68.18000030517578,69.08868
69.48999786376953,69.381065
70.83000183105469,69.86247
70.51000213623047,70.54291
70.58000183105469,71.18326
71.5999984741211,71.721375
71.2699966430664,72.26163
71.66999816894531,72.677185
72.38999938964844,73.022766
72.93000030517578,73.37593
72.94999694824219,73.75157
72.08999633789062,74.08726
74.02999877929688,74.24344
74.8499984741211,74.548775
75.72000122070312,74.98992
73.2300033569336,75.55389
72.12999725341797,75.768555
73.8499984741211,75.64458
74.66000366210938,75.60298
74.33000183105469,75.71332
73.52999877929688,75.84431
73.30000305175781,75.86898
74.44999694824219,75.81506
73.62999725341797,75.88747
73.76000213623047,75.90479
74.5,75.918076
74.75,76.028946
75.13999938964844,76.20712
76.45999908447266,76.448074
77.30000305175781,76.86269
77.87000274658203,77.41373
77.75,78.02812
76.80000305175781,78.56662
76.52999877929688,78.859886
78.33000183105469,78.95318
78.47000122070312,79.174225
79.66000366210938,79.43765
79.55000305175781,79.84643
81.75,80.24991
82.98999786376953,80.89325
81.83999633789062,81.72266
82.08000183105469,82.36173
82.01000213623047,82.85039
85.20999908447266,83.17937
85.66000366210938,83.82064
86.44000244140625,84.56917
86.66000366210938,85.36947
87.62999725341797,86.10415
88.62999725341797,86.83141
88.7300033569336,87.580826
89.0199966430664,88.23798
87.19999694824219,88.79246
86.5199966430664,88.95669
86.05000305175781,88.823715
87.76000213623047,88.50782
87.72000122070312,88.39943
88.33000183105469,88.40363
87.7300033569336,88.561554
87.02999877929688,88.6955
85.94999694824219,88.71406
87.19999694824219,88.53511
86.72000122070312,88.47411
86.9800033569336,88.41249
86.44000244140625,88.407196
86.55999755859375,88.36
86.69999694824219,88.324814
88.7300033569336,88.32361
87.83999633789062,88.62487
89.43000030517578,88.89656
90.08000183105469,89.34326
89.33000183105469,89.88948
88.7699966430664,90.291794
89.29000091552734,90.48529
90.25,90.61895
89.8499984741211,90.83096
89.83000183105469,90.98521
89.19999694824219,91.08737
88.5199966430664,91.05935
88.54000091552734,90.8808
89.55000305175781,90.66413
88.69999694824219,90.60579
89.4000015258789,90.51223
88.88999938964844,90.52472
89.5199966430664,90.5149
90.20999908447266,90.59148
89.05999755859375,90.794334
88.5199966430664,90.86503
88.19999694824219,90.79345
89.26000213623047,90.62124
89.26000213623047,90.57663
88.0,90.595634
87.98999786376953,90.46876
87.20999908447266,90.29763
85.2699966430664,90.02178
83.54000091552734,89.47209
84.0199966430664,88.64519
83.7699966430664,87.88581
83.19999694824219,87.23902
81.77999877929688,86.673256
81.0199966430664,86.04582
82.30000305175781,85.3896
84.36000061035156,84.997215
86.62999725341797,85.06917
87.18000030517578,85.66369
92.29000091552734,86.49461
94.75,88.02421
96.0,89.98376
97.79000091552734,92.0144
95.3499984741211,94.00069
94.05000305175781,95.26962
93.61000061035156,95.79235
94.13999938964844,95.790565
94.2300033569336,95.59706
94.95999908447266,95.342804
93.13999938964844,95.205
89.18000030517578,94.886734
88.41000366210938,93.991684
85.41999816894531,92.88951
