Close,Predictions
85.70999908447266,91.456085
88.69000244140625,90.16187
87.56999969482422,89.56232
91.75,89.24065
90.61000061035156,89.71511
88.81999969482422,90.34069
85.2699966430664,90.71355
87.52999877929688,90.42024
84.8499984741211,90.17705
78.61000061035156,89.60044
85.37000274658203,88.10149
74.2699966430664,87.34111
73.0199966430664,85.49678
71.02999877929688,83.305664
71.05999755859375,81.00846
68.81999969482422,79.012924
64.5,77.16835
67.48999786376953,75.123055
67.91000366210938,73.66932
73.83000183105469,72.75656
72.66999816894531,73.00042
75.23999786376953,73.62818
76.19000244140625,74.69373
73.41999816894531,75.93133
75.12999725341797,76.68749
73.37000274658203,77.29997
75.7300033569336,77.48105
75.38999938964844,77.714485
78.55999755859375,77.862656
79.75,78.35564
80.30000305175781,79.08365
82.12999725341797,79.883316
81.81999969482422,80.83871
81.86000061035156,81.67153
83.44999694824219,82.31885
83.98999786376953,82.98814
80.36000061035156,83.62996
81.47000122070312,83.65723
82.04000091552734,83.548
83.58999633789062,83.45967
84.69000244140625,83.61115
82.76000213623047,84.011505
83.76000213623047,84.21469
82.19999694824219,84.44755
82.83999633789062,84.44658
81.86000061035156,84.43453
85.37000274658203,84.28726
85.41999816894531,84.590706
84.22000122070312,85.068275
83.95999908447266,85.40471
87.9000015258789,85.59674
90.45999908447266,86.23755
88.87000274658203,87.3429
89.94000244140625,88.28047
90.70999908447266,89.15356
91.47000122070312,89.95959
91.19999694824219,90.70851
91.19000244140625,91.26827
93.0199966430664,91.64704
92.0999984741211,92.13721
90.70999908447266,92.463974
89.9800033569336,92.472786
90.02999877929688,92.234314
92.66999816894531,91.92883
